feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target_column
2.8300361261214713,3.7103926773496894,-3.541272395016918,-1.8784736831961264,5.259376840147806,-3.5427904855852375,2.144518096172853,-3.211324749803057,-0.12012749782701926,-2.557971092572561,1
0.971669487572599,0.2881857888870283,-2.124648743448015,-1.4196148179761376,0.8234055648051445,-0.3166800494912513,0.07569670152865138,-1.0556484060567206,2.632365120102577,-0.3358000418491569,0
0.3312855430582281,-1.5910298664166094,-2.092067296568706,0.7671350528448992,0.793704056156538,-1.1745127602472454,1.8187741953386216,-1.2545555334795757,0.28130807953614156,-0.9874758956254248,0
-1.4780922870847206,-0.34364776345883463,-0.03828094477412558,-1.361831959510009,1.235385248318451,-0.7912229732783014,-2.0465269729294873,0.07102530578493055,1.3281449941034387,-0.7365804626495611,0
2.5796215462570684,0.3321679682915175,2.7887953726902666,-3.7573330468669885,4.051229902304918,-9.283099304713534,2.7902746073154288,-4.647829024885586,-1.32925001105695,-1.9749458441908057,0
0.48022651325290666,3.124417165621321,1.2095717347291206,-0.7763583134717202,3.3954747818806243,-3.8779305346576565,1.711458243550709,-1.0497895698569366,-1.4674161479587764,-2.546584119482687,0
1.081610433374439,-1.2665107849835884,-2.2315650541797334,-3.0836481722814093,-0.08616317289193232,-2.7249267646562583,-0.17450143244268712,-2.623623103023737,2.4481052431025727,-1.211926792714947,0
3.160781707057976,0.7448865832206233,-1.551425100250281,-2.2105945250005705,1.8759156383107751,-0.7282446361527486,-0.6943559927450067,-2.4738506489098735,0.9663846443779174,1.1742667824386142,0
-0.11921174695360115,0.33144105041188354,1.7673198380472237,-1.6077690221712646,-0.2814548520679687,-1.9734025540985043,-0.49170849803070293,-0.4735373839796041,-1.1105848544717478,-0.18463361546405788,0
-0.6580272017483242,-2.5011730432769763,-1.9105824529516808,-1.4015990260482345,0.7101706684341966,-3.6085706613493023,1.537450451477393,-1.8292456970612987,4.354351361822353,-2.838444007725287,0
1.5818237263102817,-0.8550260947752353,3.5328441159674893,-2.40771338508822,0.8022800807179183,-4.885356282093858,1.9537834835533865,-2.0118704923951145,0.34039734502228614,0.8156843494212738,0
1.7124941725744045,1.299361979071879,-2.104397372587123,1.217507829720092,-0.34795937747087224,0.26664424290385125,2.321338914841807,-0.8238557132441466,-0.868559384000828,-1.2646179009312741,0
1.7466915846564126,-1.2173119233035732,1.8541474144552412,0.7846350935343456,0.23352746779623978,-0.13951034320826772,0.5257495041974424,-0.6390877725372199,1.53786859296827,1.2521358721050873,0
2.059507339327352,1.4135952051013025,-0.9954460456290988,-0.6976912079340417,1.7798757825468319,-4.8141757345879554,0.8729290374503988,-3.656703068476794,-4.357505939470513,-4.172373478989487,0
-0.10756320024724642,-3.603299038491365,-1.8384913683868083,-2.6314269233520626,-1.9492165844204083,-2.7636937578070078,-1.6898567968408216,-2.6509603187051427,1.3886596147816435,-1.8431417588391454,0
2.6962407501585077,2.1227595141143842,0.6372009258974105,-2.0156013660592036,2.02354378962034,3.082178905762777,-3.799596970303831,-0.1662186967755267,-1.0705293665335067,5.167341101387409,0
-0.7055039425067817,-1.248188312033421,-2.7647625740926998,-0.8333772474422253,-0.6421252924048968,0.5675036516306853,0.7784543128355537,0.07486463392893086,3.062453705442216,0.12622001370725677,0
3.7487372033176323,0.8124559813138859,-3.2861600977186805,0.7906383180982957,2.2555180415574254,1.7752334729270842,1.4256171420091666,-1.7262478638997907,-0.2314802422156561,2.189371432817145,0
1.3736427839682963,0.6513251776321787,1.5082569138469557,0.5212283115406144,0.9426284152071505,-1.196614329260889,1.0124850163819357,-0.7001078794777604,-0.11450479695776705,-0.36030916353134,0
2.7883241651727224,0.1970233681166189,-0.3482381502543911,-1.3047324166595862,1.3538928677041167,1.2495070177351806,-2.6992317514054482,-1.55491538525667,-0.772126199751809,2.8354022656252567,0
0.8995597079389704,1.7251545454384667,0.4938100877878867,2.4411566525981465,2.9196825218421423,-0.3842573467585488,0.41352332353502674,-0.364888336034436,-0.7313368838907073,-2.215492996743096,0
2.116046070336405,4.2668573066613025,-0.8807411030109005,-2.6279487376842168,0.49513184759032147,-3.2293950762585606,2.6997099221687346,-1.7754241895739367,-2.013530541303183,-1.8162569327405387,0
-0.03434912151368241,4.83044760204371,3.0732232856419026,-5.905394960396371,2.5155301848177016,-8.953122333169505,2.477465995553125,-2.2182771133056125,-3.907446760921868,-2.902073298734033,0
1.148867747820887,-3.4500649893428452,-1.0074985640434198,-3.501174342532876,0.31959357117771237,-4.68695060369889,-0.7831290160154795,-3.8352961750286907,1.4256661078675537,-0.9538975814746737,0
3.1937903900363662,2.2671084556130237,-0.8902112725266743,-0.9724763719488556,-0.6741275518920975,-0.29526806536392414,1.4643451477676983,-1.490247818942224,0.6394424282763392,-0.306761933778535,1
0.3772729280720011,-2.337466794131919,-0.8359559645420709,-0.6990390009318611,0.8848261112266074,-3.000891013418115,0.9076732789887015,-2.170711139517737,-1.267581592393403,-0.5219167796318382,1
0.9041456434274378,3.3451963319736793,2.454409289093938,-3.338421996370511,0.9192108058901347,-4.908023986143707,0.4919327874116598,-1.659629374184426,-3.1255358739123285,-1.85324729231056,0
